Country,Income_Level,Prompt_Type,LLM,Citation_ID,Author,Title,Year,Journal,DOI,DOI_Valid,Geographic_Relevant,CrossRef_Title,CrossRef_Authors,CrossRef_Year,CrossRef_Journal,Validation_Error
United States,High Income,Behavior,Claude-Haiku,United States_Behavior_9,"Fidel, Raya; Green, Maurice",The many faces of accessibility: Engineers' perception of information sources,2004,Information Processing & Management,https://doi.org/10.1016/j.ipm.2003.08.001,True,False,A generic ranking function discovery framework by genetic programming for information retrieval,Weiguo Fan; Michael D Gordon; Praveen Pathak,2004,Information Processing &amp; Management,
United States,High Income,Behavior,Claude-Haiku,United States_Behavior_10,"Agosto, Denise E.; Hughes-Hassell, Sandra","Toward a model of the everyday life information needs of urban teenagers, part 1: Theoretical model",2006,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/asi.20451,True,True,"Toward a model of the everyday life information needs of urban teenagers, part 1: Theoretical model",Denise E. Agosto; Sandra Hughes‐Hassell,2006,Journal of the American Society for Information Science and Technology,
United States,High Income,Behavior,Claude-Haiku,United States_Behavior_11,"Agosto, Denise E.; Hughes-Hassell, Sandra","Toward a model of the everyday life information needs of urban teenagers, part 2: Empirical model",2006,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/asi.20452,True,True,"Toward a model of the everyday life information needs of urban teenagers, Part 2: Empirical model",Denise E. Agosto; Sandra Hughes‐Hassell,2006,Journal of the American Society for Information Science and Technology,
United States,High Income,Behavior,Claude-Haiku,United States_Behavior_12,"Savolainen, Reijo","Everyday life information seeking: Approaching information seeking in the context of ""way of life",1995,The Library Quarterly,https://doi.org/10.1086/602864,True,False,"Modeling the Information Seeking of Professionals: A General Model Derived from Research on Engineers, Health Care Professionals, and Lawyers",,1996,The Library Quarterly,
United States,High Income,Behavior,Claude-Haiku,United States_Behavior_13,"Spink, Amanda; Cole, Charles",Human information behavior: Integrating diverse approaches and information use,2006,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/asi.20249,True,True,Human information behavior: Integrating diverse approaches and information use,Amanda Spink; Charles Cole,2006,Journal of the American Society for Information Science and Technology,
United States,High Income,Behavior,Claude-Haiku,United States_Behavior_14,"Vakkari, Pertti",Task-based information searching,1999,Annual Review of Information Science and Technology,https://doi.org/10.1002/aris.1440330110,False,False,,,,,DOI not found in CrossRef
United States,High Income,Behavior,Claude-Haiku,United States_Behavior_15,"Wildemuth, Barbara M.",The effects of domain knowledge on search tactic formulation,2004,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/asi.20009,True,True,The effects of fitness functions on genetic programming‐based ranking discovery for Web search,Weiguo Fan; Edward A. Fox; Praveen Pathak,2004,Journal of the American Society for Information Science and Technology,
United States,High Income,Behavior,Claude-Haiku,United States_Behavior_16,"Byström, Katriina; Järvelin, Kalervo",Task complexity affects information seeking and use,1995,Information Processing & Management,https://doi.org/10.1016/0306-4573(95)80035-R,True,True,Task complexity affects information seeking and use,Katriina Byström; Kalervo Järvelin,1995,Information Processing &amp; Management,
United States,High Income,Behavior,Claude-Haiku,United States_Behavior_17,"Kuhlthau, Carol C.",Inside the search process: Information seeking from the user's perspective,1991,Journal of the American Society for Information Science,https://doi.org/10.1002/(SICI)1097-4571(199106)42:5<361::AID-ASI6>3.0.CO;2-#,True,True,Inside the search process: Information seeking from the user's perspective,Carol C. Kuhlthau,1991,Journal of the American Society for Information Science,
United States,High Income,Behavior,Claude-Haiku,United States_Behavior_18,"Julien, Heidi; Michels, David",Intra-individual information behaviour in daily life,2004,Information Processing & Management,https://doi.org/10.1016/j.ipm.2003.09.005,False,False,,,,,DOI not found in CrossRef
United States,High Income,Behavior,Claude-Haiku,United States_Behavior_19,"Erdelez, Sanda",Information encountering: It's more than just bumping into information,1999,Bulletin of the American Society for Information Science and Technology,https://doi.org/10.1002/bult.118,True,True,Information Encountering: It's More Than Just Bumping into Information,Sandra Erdelez,1999,Bulletin of the American Society for Information Science and Technology,
United States,High Income,Behavior,Claude-Haiku,United States_Behavior_20,"Williamson, Kirsty",Discovered by chance: The role of incidental information acquisition in an ecological model of information use,1998,The Library Quarterly,https://doi.org/10.1086/602864,True,False,"Modeling the Information Seeking of Professionals: A General Model Derived from Research on Engineers, Health Care Professionals, and Lawyers",,1996,The Library Quarterly,
United Kingdom,High Income,Seeking,Claude-Haiku,United Kingdom_Seeking_1,"Ford, N., Miller, D., & Moss, N.",The role of individual differences in Internet searching: An empirical study,2001,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/1097-4571(2000)9999:9999<::AID-ASI1039>3.0.CO;2-R,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Seeking,Claude-Haiku,United Kingdom_Seeking_2,"Urquhart, C., & Rowley, J.",Understanding student information behavior in relation to electronic information services,2007,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/asi.20593,True,True,"Understanding student information behavior in relation to electronic information services: Lessons from longitudinal monitoring and evaluation, Part 1",Jennifer Rowley; Christine Urquhart,2007,Journal of the American Society for Information Science and Technology,
United Kingdom,High Income,Seeking,Claude-Haiku,United Kingdom_Seeking_3,"Griffiths, J. R., & Brophy, P.",Student searching behavior and the web: Use of academic resources and Google,2005,Library Trends,https://doi.org/10.1353/lib.2005.0049,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Seeking,Claude-Haiku,United Kingdom_Seeking_4,"Rowlands, I., & Nicholas, D.",Understanding information behaviour: How do students and faculty find books?,2008,Journal of Academic Librarianship,https://doi.org/10.1016/j.acalib.2008.06.003,True,False,The Absent User: Physical Use of Academic Library Collections and Services Continues to Decline 1995–2006,Charles Martell,2008,The Journal of Academic Librarianship,
United Kingdom,High Income,Seeking,Claude-Haiku,United Kingdom_Seeking_5,"Hargittai, E.","Digital na(t)ives? Variation in Internet skills and uses among members of the ""net generation",2010,Sociological Inquiry,https://doi.org/10.1111/j.1475-682X.2009.00317.x,True,False,Digital Na(t)ives? Variation in Internet Skills and Uses among Members of the “Net Generation”,Eszter Hargittai,2010,Sociological Inquiry,
United Kingdom,High Income,Seeking,Claude-Haiku,United Kingdom_Seeking_6,"Connaway, L. S., Dickey, T. J., & Radford, M. L.","If it is too inconvenient I'm not going after it:"" Convenience as a critical factor in information-seeking behaviors",2011,Library & Information Science Research,https://doi.org/10.1016/j.lisr.2010.12.002,True,False,“If it is too inconvenient I'm not going after it:” Convenience as a critical factor in information-seeking behaviors,Lynn Sillipigni Connaway; Timothy J. Dickey; Marie L. Radford,2011,Library &amp; Information Science Research,
United Kingdom,High Income,Seeking,Claude-Haiku,United Kingdom_Seeking_7,"Rowlands, I., Nicholas, D., Williams, P., Huntington, P., Fieldhouse, M., Gunter, B., ... & Tenopir, C.",The Google generation: the information behaviour of the researcher of the future,2008,Aslib Proceedings,https://doi.org/10.1108/00012530810887953,True,True,The Google generation: the information behaviour of the researcher of the future,Ian Rowlands; David Nicholas; Peter Williams,2008,Aslib Proceedings,
United Kingdom,High Income,Seeking,Claude-Haiku,United Kingdom_Seeking_8,"Warwick, C., Rimmer, J., Blandford, A., Gow, J., & Buchanan, G.",Cognitive economy and satisficing in information seeking: A longitudinal study of undergraduate information behavior,2009,Journal of the American Society for Information Science and Technology,https://doi.org/10.1002/asi.21179,True,False,Cognitive economy and satisficing in information seeking: A longitudinal study of undergraduate information behavior,Claire Warwick; Jon Rimmer; Ann Blandford,2009,Journal of the American Society for Information Science and Technology,
United Kingdom,High Income,Seeking,Claude-Haiku,United Kingdom_Seeking_9,"Nicholas, D., Huntington, P., Jamali, H. R., & Dobrowolski, T.","Characterising and evaluating information seeking behaviour in a digital environment: Spotlight on the ""bouncer",2007,Information Processing & Management,https://doi.org/10.1016/j.ipm.2006.06.007,True,False,Improving query precision using semantic expansion,Ahmed Abdelali; Jim Cowie; Hamdy S. Soliman,2007,Information Processing &amp; Management,
United Kingdom,High Income,Seeking,Claude-Haiku,United Kingdom_Seeking_10,"Bawden, D., & Robinson, L.","The dark side of information: overload, anxiety and other paradoxes and pathologies",2009,Journal of Information Science,https://doi.org/10.1177/0165551509336806,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Seeking,Claude-Haiku,United Kingdom_Seeking_11,"Blandford, A., & Attfield, S.",Interacting with information,2010,Synthesis Lectures on Human-Centered Informatics,https://doi.org/10.2200/S00227ED1V01Y200911HCI006,True,False,Interacting with Information,Ann Blandford; Simon Attfield,2010,Synthesis Lectures on Human-Centered Informatics,
United Kingdom,High Income,Seeking,Claude-Haiku,United Kingdom_Seeking_12,"Blandford, A., Makri, S., & Gow, J.",Framework for understanding people's drug information seeking,2011,Health Informatics Journal,https://doi.org/10.1177/1460458211409748,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Seeking,Claude-Haiku,United Kingdom_Seeking_13,"Blandford, A., Stelmaszewska, H., & Bryan-Kinns, N.",Use of multiple digital libraries: a case study,2001,Proceedings of the 1st ACM/IEEE-CS joint conference on Digital libraries,https://doi.org/10.1145/379437.379481,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Seeking,Claude-Haiku,United Kingdom_Seeking_14,"Blandford, A., & Rugg, G.",A case study on integrating ethnographic and standard usability evaluation methods,2002,International Journal of Human-Computer Studies,https://doi.org/10.1006/ijhc.2002.1036,False,False,,,,,DOI not found in CrossRef
United Kingdom,High Income,Seeking,Claude-Haiku,United Kingdom_Seeking_15,"Blandford, A., Faisal, S., & Attfield, S.",Conceptual design for sensemaking support,2012,Proceedings of the 2012 ACM annual conference extended abstracts on Human Factors in Computing Systems Extended Abstracts,https://doi.org/10.1145/2212776.2223810,True,False,BreathTray,Neema Moraveji; Athman Adiseshan; Takehiro Hagiwara,2012,CHI '12 Extended Abstracts on Human Factors in Computing Systems,
